title,company,salary,category,publicated,description
Full-Stack developer,1WorldOnline R&D Center (Business Automatics),,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 2 березня 2023,28 переглядів,0 відгуків","1World online R&D Center provides full cycle of technology consulting and research & development using various stacks, technologies and IoT elements. The company specializes in developing web and client-server applications, designing websites and IT consulting. We provide the whole complex of software engineering services and unique IT solutions.,FRMG is building a DaaS/SaaS platform designed to take geospatial data (satellite, lidar, imagery, maps) to produce valuable and insightful data. Our primary product is focused on fire risk insurance which leverages digital terrain models, ground based fuel (trees and understory) in relation to assets (buildings, energy grids, pipelines, municipalities) on the ground.,The Full-Stack Developer will produce scalable geospatial software solutions and will be Leading a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment.,• 5-7 years in web and backend development (Python, JavaScript, React JS, Django);,• 2+ years of experience working with multi-tenant cloud native applications;,• Knowledge/experience with GIS frameworks such as OpenLayers, QGIS, PostgreSQL, PostGIS, GeoServer, GDAL/OGR, MapServer, Leaflet, Esri Leaflet, serverless GIS;,• Experience working with cloud environments such as AWS EC2, EBS, S3, RDS, EKS and familiarity with containerization (Docker, Kubernetes, Lambda etc.);,• Experience writing integrations with third-party APIs and developing REST APIs;,• Contribute to all phases of the software development lifecycle in a team environment using project tracking tools such as GitHub or JIRA;,• Knowledge/experience of WMS, WFS, WCS, WMTS and WPS web services of the OGC;,• Strong knowledge Javascript (es5, es6);,• Experience in all phases of the software development lifecycle (analysis, design, development, testing, deployment, maintenance;,• Serve as team lead on projects.,• Experience with Java;,• Knowledge/experience with commercial & open-source GIS software products considered a major plus.,• Leads application development of a desktop and web app DaaS/SaaS geospatial platform working with our geomatics team;,• Design separate components, modules, classes etc.;,• Code, debug, document, and maintain portions of software;,• Participate in peer code and design reviews;,• Participate in estimation and planning sessions;,• Contribute to development of technical project documentation and user documentation;,• Provide assistance to test engineers and support personnel in solving technical issues of software installation and its operation;,• Participate in conference calls and face-to-face meetings;,• Spot current deficiencies in the development process, adopted procedures and engineering practices, environment configurations, etc., and suggest improvements;,• Escalate technical issues to the other members and Project Manager.,• Ability to learn new technological stacks, which help you to grow professionally and advance your career;,• Interesting project with attractive salary;,• The ability to focus on your work: a lack of bureaucracy and micromanagement;,• Competitive compensation depending on skills and experience level;,• English lessons;,• Friendly atmosphere, concern for the comfort of specialists;,• Flexible schedule depends on project’s needs;,• 15 working days of vacation;,• 12 working days per year are allowed to be “no show days” due to personal reasons.,Ukraine: remote."
Junior Python (Django) Developer,PLANEKS,,"Категорія: Python,Англійська: Intermediate,1 рік досвіду","Вакансія опублікована 2 березня 2023,473 перегляди,136 відгуків","0. Fast and comfortable hiring process.,1. 100% remote(even before the COVID) work opportunity and flexitime - choose working hours between 8:00-20:00.,2. Manage your compensation $$$$ budget - Travel tickets, Work equipment, Health insurance, Software, Sport, Training.,3. Salary paid in USD + tax compensation. Revision every 6 months. We want everyone to be confident in what tomorrow brings.,4. Everything to provide a good rest. YES: Paid vacation, national holidays, sick leaves(and support in case of serious diseases). NO: overtime, work on weekends.,5. Regular feedback, mentorship, code review. Friendly and professional team that supports you. Well, we're proud of how we handle that. So you can always count on us.,6. Speaking clubs with a native speaker to constantly maintain your English level.,7. No bureaucracy - transparent processes and flat management. Working remotely means keeping things as simple as possible to work efficiently.,We propose something more significant than a job. PLANEKS means developing a new lifestyle for our colleagues and clients. So take your part in it!,That is an easy list for those who participated in the web development of any commercial project that allows doing really fascinating stuff.,1. Software development experience(at least 1 year) with:,— Python and Django,— PostgreSQL or MySQL,— Celery,— Cloud providers,2. Knowledge of REST and experience working with REST APIs,3. Understanding of JS, HTML, CSS (Usually 0-20% of activity),4. Communication skills in English (good writing and speaking,,1. Develop, support, and maintain projects in Python - usually, we create products from scratch but also have existing projects where the dev team should be extended. And also, we do not work with legacy codebases.,2. Solve technical challenges - all our projects are different, and you’ll never be bored with the same tasks every day, so your acquisitive mind will have great challenges regularly.,3. Take care of quality (code, test, business features, documentation) - everyone enjoys working with clean, readable code, so it is important to keep it such.,4. Participate in code reviews - usually, it is cross-reviews in the team or reviews by a senior person.,5. Communicate with internal and external teams - we’re in touch with great minds - inventive clients, and supportive colleagues!,6. Improve your technical and soft skills - just a normal evolution :)"
Senior Python Developer,FXC Intelligence,$5000-7000,"Категорія: Python,Англійська: Intermediate,5 років досвіду","Вакансія опублікована 2 березня 2023,78 переглядів,12 відгуків","Rate: $5,000-7,000 USD per month,Location: Remote (Ukraine, Poland, UK, Portugal, Spain),Contract Type: B2B (Independent Entrepreneur),The Role:,- You will be working on data collection programs and scrapers collecting data from websites and APIs,- You will be working on your own projects using the core python programming language,- Turn concepts and requirements into highly available applications and systems using core Python programming,- You will continuously improve your existing programming skills and add new ones to your skill set as you develop with us,What We’re Looking For:,- At least 5 years of programming experience,- Strong Python skills,- Experience or familiarity with Docker,- Working in an Agile team environment,- Excellent communication skills,- A positive attitude and willingness to learn - we’re more interested in the right mentality than a specialism in a specific technology,- Ability to learn new technologies and adapt quickly"
Intelligent Automation Python Developer - Open A.I. and No Code A.I. is a plus,Mentally,$2500-3500,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 3 березня 2023,21 перегляд,4 відгуки","We believe Technology must unleash the human ingenuity. We believe Artificial Intelligence works best when it serves the real needs of humans. We are a process automation startup operating currently in the market for Italian CPAs. Soon to expand in international markets. Looking for a strong Robotic process automation developer.,Candidate must have: Real 3−4 working experience as developer in a company, real university engineering degree, real experience with automation projects in python such as crawlers and other automations.,Do not apply if: No experience as developer in a company, no engineering degree. We want people with hard core engineering skills no,Requirements:,We are looking for a mid carrier developer with at least 3 years of industrial experience in acreal company. He or she will work on process automation with python projects.,Compensation: Salary +Shares available for high caliber candidates with experience,Scope:,1- develop process automation applications for a variety of business processes connected to operations.,2- Develop and integrate ML flows or AutoML flows into automation flows.,Expertise’s,1- Extensive Python development experience,2-Real experience with automation of industrial and business processes.,3- Ability to design back end architectures.,4- ability to analyze, understand, question, improve technical requirements from product managers,5-Ability to design solutions on the base of multiple factors, customer needs, operational needs, support costs, etc. we need someone that has been exposed to multiple elements of the software development process and understands the interdependencies between operational costs, low and high performance costs, impact on support,6- Fluent with English,7- Ability to communicate complex idea precisely and work remotely and communicate with high degree of precision.,8- working experience with infrastructures as a service such as amazon, azure, google. Real working experience with dockers and optimization of cloud applications operation costs.,9- Some working experience with DevOps for Azure or Amazon AWS,10-Exeprience with Open AI, Low code AI and other integration of pretrained machine learning algos.,Attitude:,1- This is not a 9−5 position, being helpful and responding to customer needs even if they come outside working hours.,2- Willing to learn, keeping updated on latest technologies, looking for solutions to problems,3- A can do positive mindset,4- Desire to excel,5-Customer centric mindset,6- Values learning over job security,7-Comfortable to work in a startup environment,8- Values communication as an important working skill,9-Values innovation, contributing to patents and continuing learning.,10-Go get than personality, act with decisiveness.,11- Take responsibility for one’s own mistake.,12- Strong work Edit,13- Unwavering curiosity,To check our company: https://mentally.ai/,Education requirements:,1- Engineering degree in computer science, electronics, math or physics,2- GPA 90−100,or 4−5 old system,3- Person has to have a degree in engineering, math, physics and very difficult math related dishiplines of at least 4 years in a university.,About Mentally,We believe Technology must unleash the human ingenuity,Finally…boost your creativity, dismantle boring tasks, eliminate costly errors, and build sustaining revenue.,Design, Build, Deploy, and Operate powerful Ai digital workers 24/7, without increasing business costs, having fewer operational errors and empowerment to do meaningful work for your customers.,Company website:,https://mentally.ai/,About Mentally,We believe Technology must unleash the human ingenuity,Finally…boost your creativity, dismantle boring tasks, eliminate costly errors, and build sustaining revenue.,Design, Build, Deploy, and Operate powerful Ai digital workers 24/7, without increasing business costs, having fewer operational errors and empowerment to do meaningful work for your customers.,Company website:,https://mentally.ai/"
Senior Python Engineer with AWS,Binariks,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 2 березня 2023,32 перегляди,2 відгуки","Binariks is looking for a highly motivated and skilled Senior Python Engineer with AWS.,Our customer provides security camera Monitors and care products like smart night lights for kids and parents for sleep monitoring and sleep management that are already used in 30+ countries. The company was founded in Israel in 1991, the products are manufactured in Israel and in China with medical certifications in Europe. Products are among the Top 20 on Amazon, with web and mobile solutions to monitor your home life balance and sleep value.,- 4+ years of professional experience with Python,- Highly skilled in working with Amazon Web Services,- CI/CD: GitHub Actions,- Experience with Pytest,- Serverless Lambda,- Graph/NoSQL databases,- At least an Upper-Intermediate level of English for daily communication,- Development experience with React,- Developing high-quality, testable, and high-performant software using Agile practices,- Gathering requirements, setting priorities, and making precise decisions within deadlines,- Participation in the design and implementation of functional requirements,- Close work with code: active development, code reviewing, resolving potential problems,- 18 working days of paid vacation,- 10 working days of sick leave annually (5 days paid at 100% and 5 days at 75% rate of your average monthly salary),- Medical insurance,- 50% cost compensation for English courses at the office,- Flexible work schedule,- Additional days off for special occasions, national holidays off,- A competitive and rewarding salary based on performance appraisals/knowledge evaluation,- Possibility to share and gain knowledge on regular tech talks,- Friendly and professional team,- Innovative projects with advanced technologies,- Corporate events,- Remote work,- Accounting service"
Python Full Stack Developer,Nortal,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 2 березня 2023,15 переглядів,2 відгуки","Nortal is on the hunt for a skilled Python Full Stack Developer for long-term and full-time employment! You will be working within a cross-functional team on a fully serverless project that have distributed event-driven architecture.,About our client,TUI UK is a subsidiary of TUI group, one of the world’s leading leisure travel groups, with over 220 trusted brands in 180 countries and more than 30 million customers. At TUI, they create unforgettable moments for customers across the world and make their dreams come true. With a great history of success, they recognize the power of digital and the massive contribution this brings to creating a truly unique and differentiated customer experience.,About the project,TUI is undergoing a crucial digital transformation. What does it mean for the development team? No legacy and only cutting-edge technologies. Not only the tech part of the project is fantastic, but also the internal culture. All team members are granted a high level of power over technical choices and empowerment over business decisions. So why not join this wonderful project? We have modern technologies, international tech experts on board, and indeed – a welcoming team!,Mission,As part of an empowered Scrum team, you have a joint responsibility to design, implement and deliver a certain domain of our new platform,Proactively work with your product owner to help shape the direction of the platform Advice on implementing,Front-end best practices (performance, security, maintainability, etc),Design the architecture for the new system together with architects within the group,Design, implement and maintain Cloud requirements for development,Requirements,3+ years’ experience with Python,Proficiency with data persistence (Elasticsearch/OpenSearch API/DSL),Proficiency AWS Lambdas, API Gateway, SNS, SQS, State Machines/Step functions,Experience with CI/CD, preferably Gitlab Terraform,Experience with implementing resource-oriented APIs (REST or GraphQL) on client and server side,Experience with any JavaScript framework,Knowledge of HTML5, CSS3/SCSS, as well as general understanding of UI design,Ability to design, build, test, and deploy applications,OOP,Upper-intermediate level of English,Good communication skills and a proactive / ”can do” attitude"
Middle Python Software Engineer,EVO,,"Категорія: Python,2 роки досвіду","Вакансія опублікована 2 березня 2023,48 переглядів,11 відгуків","– найбільший маркетплейс Казахстану, де продається понад 11 млн товарів від тисяч підприємців по всій країні.,3 канали продажів: каталог, сайт, мобільний додаток покупця,на Satu за день можна створити сайт для понад 50 тисяч товарів, їх різновидів, легко керувати ними,почати продавати та заробляти можна з перших днів,3 Developers, Team Lead, Manual QA, QA Automation, SEO manager, 2 Product Managers,Основний продукт та сервіси на Python 3.11, JS/TS, Go,В якості бази даних — PostgreSQL, MongoDB(GridFS), ClickHouse,Для пошуку — ElasticSearch,Для фронтенду — React, Apollo, JS/TS,Для обміну даними використовуємо Kafka, REST, GraphQL та grpc,Деплой на Docker + Kubernetes,- впевнене володіння мовою програмування Python,- розуміння принципів розробки WEB-застосунків,- досвід з розподіленими системами,- важливо мати досвід роботи з реляційними базами даних. Вміти оптимізувати запити до них,- розуміння структур даних і вміння їх правильного застосування для написання оптимізованого коду,- специфіка продукту в тому, що він доволі великий. Тож, часто команда розбирається з різними частинами продукту. Потрібно буде не боятися займатися ресьорчем,Основні напрямки команди:,- поліпшення ранжування в каталозі, підвищення конверсій в цілому по маркетплейсу;,- перевірка гіпотез щодо поліпшення користувацького (покупці та компанії) досвіду;,- робота з трафіком (платним та органічним);,- покращення користувацького досвіду;,- робота з внутрішніми та зовнішніми інтеграціями з фінансовими системами;,- інтеграція логістів, додавання нових способів доставки,- використанням широкого спектра технологій для роботи з різними функціональними частинами продукту;,- роботою з високонавантаженим проектом;,- роботою зі складною бізнес-логікою.,- Знайомство. Ми познайомимось з вами та вашим досвідом, поділимось деталями про вакансію, відповімо на ваші запитання.,- Технічне інтерв’ю,- Офіційне працевлаштування у штат компанії,- 24 календарних дні оплачуваної відпустки на рік, необмежена кількість лікарняних.,- Віддалена робота. Можливість відвідувати офіс в м.Київ,- Медичне страхування,- Послуги корпоративного психолога"
Middle Python Developer,Numerical Technologies,,"Категорія: Python,Англійська: Upper-Intermediate,2 роки досвіду","Вакансія опублікована 2 березня 2023,117 переглядів,27 відгуків","Numerical Technologies is a leading provider of custom software solutions and services specializing in risk, limits, and regulatory capital. Right now, we are looking for a Python Developer to join our team.,You will be joining an international team of experienced developers dedicated to providing best-in-class development and cloud management services to our clients, stakeholders, and partners.,You will help us develop new software features, support and maintain the existing ones. You will be writing scalable and fault-tolerant code, debugging programs, and integrating applications with third-party web services. You will provide hands-on expertise to increase the availability, reliability, and efficiency of our products. You will work closely with the client and product manager to understand the system’s functional and non-functional requirements, and contribute to code quality through unit testing, integration testing, code review, and system design using Python to build robust software that aligns with the client’s business needs.,◼️ A strong programming background with Python and OO programming skills,◼️ Hands-on experience in developing UI components using FastAPI,◼️ Experience of the Agile project management methodology,◼️ Good knowledge of Git, Jira, and Confluence,◼️ Demonstrated problem solving skills to provide production support of software,◼️ Strong communication skills (in English) and experience in dealing with both technical and non-technical stakeholders,◼️ Hands-on experience in developing backend, microservices, RESTful api using Python,◼️ Experience working at a financial institution,◼️ Experience working with cloud platforms (AWS, Azure),◼️ Competitive compensation depending on experience and skills,◼️ Regular assessments and salary reviews,◼️ Compensation for sick lists and regular vacations,◼️ Health insurance,◼️ Gym compensation,◼️ English/Portuguese/Polish/Spanish classes,◼️ Flexible working schedule,◼️ Friendly team and enjoyable working environment"
Math + Python developer,Numerical Technologies,,"Категорія: Python,Англійська: Intermediate,Без досвіду","Вакансія опублікована 2 березня 2023,562 перегляди,88 відгуків","Joining Numerical Technologies is a unique chance that provides the opportunity to work alongside experienced professionals on impactful, quantitative projects across North and South America, Europe, the Middle East, Africa, and South Asia. This position is a chance to work hand-in-hand with expert quantitative researchers and quantitative engineers to create and implement research and simulation tools that leverage existing automated trading software and sophisticated statistical techniques and technologies.,Do you enjoy the process of problem solving, a process where you recognize areas of improvement and iterate and innovate to improve? Does your curiosity and desire to learn drive you? If this sounds like you, don't miss this opportunity to gain valuable experience in a highly competitive and demanding fintech industry.,◼ Design, engineer and implement software-based trading analytics,◼ Work closely with and provide solutions for quantitative researchers,◼ Deep understanding of Applied Mathematics: Probability Theory and Statistics, Numerical Methods, Linear Algebra, Optimization,◼ Proficient in Python,◼ Bachelors, Masters or Phd in Physics, Mathematics, Statistics; or equivalent experience (we also welcome students),◼ Excellent communication skills,◼ Willingness to learn together with a team of professionals,◼ Organized and detail-oriented, comfortable managing multiple work streams,◼ Intermediate and higher level of English,◼ Experience in Machine Learning,◼ Knowledge of Algorithms and Data Structures, Interpolation methods, Regression models, Theory of Stochastic Processes, Cryptography,◼ Competitive compensation depending on experience and skills,◼ Regular assessments and salary reviews,◼ Compensation for sick lists and regular vacations,◼ Health insurance,◼ Gym compensation,◼ English/Portuguese/Polish/Spanish classes,◼ Flexible working schedule,◼ Friendly team and enjoyable working environment"
Junior Python Developer,Numerical Technologies,,"Категорія: Python,Англійська: Intermediate,1 рік досвіду","Вакансія опублікована 2 березня 2023,496 переглядів,137 відгуків","Numerical Technologies, a leading provider of software development and consultancy services for financial institutions, is looking for talented people experienced in Python who will be responsible for development, testing, implementation, debugging and support of sophisticated financial applications.,Joining Numerical Technologies is a unique chance that provides the opportunity to work alongside experienced professionals on impactful, quantitative projects across North and South America, Europe, the Middle East, Africa, and South Asia. This position is a chance to work hand-in-hand with expert quantitative researchers and quantitative engineers to create and implement research and simulation tools that leverage existing automated trading software and sophisticated statistical techniques and technologies.,Design, engineer and implement software-based trading analytics,Work closely with and provide solutions for quantitative researchers,At least 0.5 year of commercial experience as a Python Developer,Programming background with Python and OO programming skills,Hands-on experience in developing UI components using FastAPI,Experience of the Agile project management methodology,Knowledge with Git, Jira, and Confluence,Willingness to learn in a team of professionals,Excellent communication skills,Intermediate and higher level of English,Experience in Machine Learning,Knowledge of Algorithms and Data Structures, Interpolation methods, Regression models, Theory of Stochastic Processes, Cryptography,Hands-on experience in developing backend, microservices, RESTful api using Python,Experience working at a financial institution,Experience working with cloud platforms (AWS, Azure),Competitive compensation depending on experience and skills;,Regular assessments and salary reviews;,Compensation for sick leaves and regular vacations;,Health insurance;,Partial gym compensation;,English/Portuguese/Polish/Spanish classes;,Flexible working schedule;,Friendly team and enjoyable working environment."
Data scientist в IT академію STUDY SPACE,Study.ua,,"Категорія: Python,Англійська: Pre-Intermediate,2 роки досвіду","Вакансія опублікована 2 березня 2023,63 перегляди,8 відгуків","Додаткова part-time робота для Data scientist в STUDY SPACE!,Академія ІТ освіти STUDY SPACE шукає крутого Data scientist Mentor-a для роботи у part-time форматі 🚀,✅ Вимоги:,✔ Досвід роботи на посаді Python Middle Developer від 2 років,✔ Знання Python, SQL, Docker, Linux, Git, Unittest, Celery, NumPy, Pandas, MatPlotLib, Seaborn, TensorFlow, Keras, OpenCV, AWS,✔ Вільна українська та англійська мова на рівні B2 та вище,💥 Ми вже маємо розроблені матеріали для роботи (презентації, тестові завдання, літературу),✅ Обов'язки:,✔ Проведення лекцій( 3 лекції в тиждень),✔ Перевірка домашніх завдань та виставлення оцінок,✔ Відповіді на запитання студентів з лекцій та домашніх завдань у навчальних чатах,✅ Ми пропонуємо відмінні переваги:,✔ Практику твоїх soft-skills — менторство чудовий спосіб швидше дорости до senior позицій,✔ Графік роботи: пн, ср, пт 19.30-21.00,✔ Своєчасну та конкурентну заробітну плату,✔ Роботу з новітніми технологіями,✔ Нереально круту команду та корпоративну культуру,✔ Багато можливостей для навчання та розвитку всередині компанії,Сайт компанії:,https://studyspace.com.ua/"
Software Engineer,FF Group,,"Категорія: Python,1 рік досвіду","Вакансія опублікована 3 березня 2023,123 перегляди,14 відгуків","Prague,1+ years,full time, office work,Our company is a Software Vendor, we develop our own algorithms for video analytics on IP cameras/servers and meta-data processing software and further sell them to our partner network.,FF Group is a software vendor that offers out-of-box intelligent security AI solutions on the EDGE (on-camera processor) for the transportation market globally. Over 17 years of expertise allows FF Group to design powerful and sophisticated traffic control technologies in simple and affordable products based on our own breakthrough AI technologies.,FF Group has developed solutions based on the vehicle plate, make, model, color recognition, intelligent data processing technologies, ”camera-to-camera” communication technologies.,The road traffic data processing platform FF Data Factory ushers in an era of simplicity and convenience in working with huge data flows in the transport sector in real-time.,Our partners are the world's top camera and chipset manufacturers such as Ambarella, Axis Communications, Hanwha, Techwin, MOBOTIX, Merit Lilin, Uniview Technologies, SAST, Bosch, Vivotek, etc. More details are here.,FF Group headquarters is located in Prague (CZ). Sales and technology partners operate in more than 30 countries.,FF Group is searching for an engineer with a willingness to learn and develop into a tech/team lead. Who will participate in the full lifecycle of innovative product development (Data Factory).,development and maintenance of both specific parts and the product as a whole (in perspective) including:,• internal software development, improving (Incl. for performance and stability software testing),• business-logic development in FFGroup internal toolset (after the learning stage),• performing investigating customer issues,• technical documentation preparation, actualization,• primary UI testing (widgets, new features),• technical estimation of new features, business-logic development,• investigating and fixing the issues on the customer side,• teaching new business-logic developers and acceptance of work results,• Windows (advanced),• At least one of the next programming languages: Python, C#/.NET, C++, JavaScript/React,• Russian or Ukrainian,• SQL (PostgreSQL), Git,• English, Czech,• WebAPI,• Experience preparing technical documentation,• Networking,• Experience with hardware maintenance (diagnostic, fixes),• Experience with CCTV (cameras, VMS),• Bash scripts,• Experience in highly innovative product development.,• Work in one team with traffic recognition industry leaders on real-world projects.,• Learning new approaches in software development.,• Competitive salary.,• Warm and friendly atmosphere.,Willingness to learn, team player, multitasking,Please, send your salary expectations and resume"
Senior Python software engineer,KaaIoT,,"Категорія: Python,Англійська: Intermediate,5 років досвіду","Вакансія опублікована 2 березня 2023,26 переглядів,5 відгуків","Our client is a world leading provider of cloud computing and data analytics platforms. We are engaged in an ongoing project dedicated to the implementation of the next generation system for programmatic management of users’ resources on the cloud platform. This opening is for a position in the team responsible for authorization services. A successful candidate will join a Scrum team driven by the customer demand, working on a perpetually evolving and continuously delivered code base. A strong foundational engineering background is mandatory due to the complexity and criticality of the system under development.,5+ years of experience in Python, including Python 3.7+;,Strong understanding of data structures and algorithms;,RESTful API design and implementation;,SQL, PostgreSQL;,Docker, Kubernetes;,GitHub, GitHub Actions, JIRA, Confluence;,Test automation with pyTest: unit, integration, e2e;,Experience implementing elastically scaling systems designed for high performance;,Strong debugging and performance optimization skills;,Upper-intermediate or better command of English.,FastAPI, PyCasbin;,Kafka, Redis;,AWS;,Humio, newRelic, Grafana;,Knowledge of SAML and OAuth2.0, RBAC and ABAC concepts, experience with Okta;,Security, performance, and chaos test automation experience;,Experience with SAST, DAST, SCA;,UI test automation using Selenium;,Preparing design documentation based on provided epics and user stories;,Feature development;,Implementation of automation tests (unit, integration, e2e);,Preparing API and user documentation;,Support for teams and customers who consume APIs being built (based on PagerDuty)."
FS Python React Developer + Lambda to Join ASAP,itsoft,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 2 березня 2023,58 переглядів,19 відгуків","Main Requirements:,Minimum 3.5-4 years with Python,2 years of solid experience with AWS + Lambda function,Python, FastApi, AWS , OpenAPI, Lambda functions, unit testing, RDS, NOSQL, GraphGl,React 15%: Typescript , HTML/CSS more functional"
Middle Python Developer,Wetelo,,"Категорія: Python,Англійська: Intermediate,2 роки досвіду","Вакансія опублікована 2 березня 2023,233 перегляди,69 відгуків","Wetelo specializes in custom tech solutions while heedfully focusing on our clients’ business objectives and needs. Our core competencies:,- work with SaaS products from planning to implementation;,- solutions for business automation;,- cross-platform applications.,Currently, we are looking for a Python developer to join our team.,So we would like you to have:,- 2+ years of machine learning and predictive analytics experience using Python;,- excellent interpersonal, written, and verbal communication skills;,- strong ability in problem solving and driving for results;,- experience with related AWS services and large datasets;,- strong personal interest in learning, researching, and creating new technologies with high customer impact;,- strong sense of self-motivation, organization, and attention to detail; strong analytical skills;,- experience with Scrum/Agile methodology, CI/CD;,- English: Upper-Intermediate level (both speaking and writing).,It is nice to have:,- familiarity with Git for project management and versioning;,- experience deploying data science engineering a plus: Kubernetes, Docker, etc.;,- familiarity with statistical modeling techniques such as hierarchical models, time series forecasting, and causal analysis.,And we can offer you:,- outstanding promotion opportunities;,- supportive and comfortable working environment;,- free grammar and vocabulary English on-site courses;,- variety of training and self-development opportunities;,- fancy team-building events and corporate parties;,- social security package and other perks.,Про компанію Wetelo,Wetelo is a web development studio. We develop complex turnkey web solutions starting from the very specification to final launch and promotion of your project. Although it is better to say we materialize your ideas, not just develop. Whether you need a one-page online business card, a stylish web-store or a community-driven site filled with interactive functions and complex behavior, we are happy to bring your idea to life.,Who are we exactly? A team of devoted professionals, in the first hand. We are eager to take sophisticated tasks and invent approaches never seen before. We don’t follow guidelines for the only sake of following. We hate using templates and clichéd logic."
Senior Python Software Developer,Firstairborne,,"Категорія: Python,Англійська: Advanced/Fluent,3 роки досвіду","Вакансія опублікована 1 березня 2023,5 переглядів,2 відгуки","BSc in Computer Science or equivalent,+3 years of Python development,Experience with ROS is advantage,Experience with OpenCV is advantage,Experience with Docker, Linux operating system, GCP (Google Cloud Platform),Good spoken and written English,Position includes team work mostly done remotely,Self-propelled and independent task owner with good self-learning capabilities,Responsibilities:,Research and apply new technologies for automated vehicles (drones).,Development of modern robotics software methods for performance control and control systems.,Integration of robotic software technologies into production,Help other team members with their software development and drone testing.,Test drives for tuning and debugging drones"
Junior Python (Django) Developer,Appvales,,"Категорія: Python,Англійська: Upper-Intermediate,2 роки досвіду","Вакансія опублікована 1 березня 2023,387 переглядів,170 відгуків","Skills:,2+ years of commercial experience with Python,2+ years of commercial experience with Django/FastAPI,Hands-on experience with Django Rest Framework,Databases (PostgreSQL),Hands-on experience with integrations of external API to the project,REST API,Will be plus:,Experience with RabbitMQ,Experience with Redis,Experience with Celery,Will be a big plus:,Experience with Web 3.0"
Full Stack Developer Freelance,Railsware Product Studio,,"Категорія: Python,Англійська: Advanced/Fluent,5 років досвіду","Вакансія опублікована 1 березня 2023,19 переглядів,1 відгук","Description of you,freelance,Your skills,Your responsibilities,What you will work on**,We have launched a Mailtrap Youtube channel where we’re creating How-to guides for developers. We're looking for someone who is passionate about creating content and has experience in the developer space to join our team and help us create high-quality videos that will educate and inspire our audience."
Back-end Python developer,FreySoft,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 1 березня 2023,11 переглядів,3 відгуки","Yes, we’re hiring! We’re looking for a care specialist whose duties include maintaining the existing product, creating new features, solving basic issues on a backlog that already exists, and doing it with pleasure. If you would like to be in good company with our best talents, this is a great chance to do it!,You’ll work with data security and financial crimes. In short, businesses need real-time financial crime insight to put them in control. Our customer's product is a unique real-time database that allows users to understand the risks of doing business with their partners.,The database actively identifies thousands of risky events from millions of structured and unstructured data points every day.,You'll be a part of a team called the Service Excellence Team. The team is working on the Risk Application with a primary focus on the support and maintenance of existing applications during application migration.,The main goal is to monitor the availability of applications and provide a better customer experience.,As a new team member, you will be also involved in workflow automation.,- You have 4+ years of experience as a Python Developer;,- You have 3+ years of experience with Django,- You have 2+ years of experience with Celery library & RabbitMQ;,- You have experience with API restful services;,- You have the ability to work and learn both on your own and as part of a team;,- Be proactive and have strong attention to detail;,- Be possessed of good communication skills;,- Have good spoken and written communication skills in English - Upper-Intermediate or higher;,- MongoDB;,- Python libraries - Flask, Marshmallow, MongoEngine, PyMongo, Tux, PyTest;,- Kafka;,- Kubernetes / Docker.,- Flexibility not only in the schedule but in tasks. You’ll be able to change a project or a stack within the project. We’ll not get you bored or burnout anyway!,- Competitive compensation depends on experience and skills. Underestimation of your impact is not allowed in our company!,- Real career growth both financial and professional.,Our people are our biggest asset. A skillful and motivated developer can easily become a team lead, own features, or mentor Juniors if you want.,Close cooperation with the team of strong professionals working in the dynamic IT environment."
Back-End Engineer (Python),Techstack,,"Категорія: Python,Англійська: Upper-Intermediate,2 роки досвіду","Вакансія опублікована 1 березня 2023,141 перегляд,31 відгук","Наш партнер - це фінтех-компанія зі Швеції з глобальною місією допомагати людям інвестувати свої заощадження.,Продукт є інструментом розумного інвестування, який збирає прогнози та метрики на фондовому ринку, допомагаючи вкладникам вчасно купувати та продавати активи. Це допомагає клієнтам ефективніше управляти своїми заощадженнями та примножувати свій дохід.,Python;,PostgreSQL;,Flask;,GCP;,Docker.,Як Python інженер ти приєднаєшся до команди, що захоплена своєю справою, і разом ви будете втілювати передові фінансові технології у простий у використанні додаток. Ти матимеш можливість працювати над технічно досконалим продуктом, одночасно вивчаючи фінанси та інвестування.,Писати чистий, ефективний код на основі специфікацій;,Брати участь у технічних обговореннях, код рев'ю та створенні прототипів;,Дізнаватися, як працюють інвестиції та фінанси;,Частиною Scrum-команди.,2+ років досвіду роботи з Python;,Досвід розробки API, Flask, Docker;,Сильні сторони у розв'язанні проблем та увагу до деталей;,Володіння англійською мовою на рівні Upper-intermediate або вище.,Досвід роботи з Cloud deployments (GCP);,Знання Data Science/ ML, Рandas, Numpy, тощо;,Інтерес до інвестування та фінансів."
