title,company,salary,category,publicated,description
Senior Python Developer,Dual Education Ukraine,,"Категорія: Python,5 років досвіду","Вакансія опублікована 10 лютого 2023,68 переглядів,6 відгуків","We are looking for an experienced Python Developer (with AWS/Azure/Google Cloud certificate) to join our team, a company that specializes in IT and is a provider company where our employees perform their duties.,We are looking for an Senior Python Developer (with AWS/Azure/Google Cloud certificate) to join our team, a company that specializes in IT and is a provider company where our employees perform their duties. Under secure requirements, it is obligatory to have AWS Certificate or Azure Certificate, or Google Cloud Certificate (existing or expired at least).,Requirements::,*+5 year work proficiency with Python;,*Lambdas (where most of our code sits);,*Terraform (where all our configuration sits);,*Redshift / DynamoDB / Athena / S3(Data-lake) (where all our data sits);,*SQS / SNS / API-GW (how we are communicating inside the platform);,*Amazon Kinesis / Glue / Spark (how we are transforming incoming data);,Other technologies/services/frameworks we are using:,*Cognito;,*Quicksight;,*PowerBI;,*React(for frontend app);,*Kibana stack;,*CircleCI;,*Redis;,What we offer:,*competitive salary;,*a positive and creative working environment;,*a wide range of projects with the possibility of professional growth;,*ambitious team and collegial working atmosphere;,*management that values its employees;,*official employment with need;"
Senior Python Developer,Develux,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 10 лютого 2023,32 перегляди,5 відгуків","Develux offers full-cycle custom software development services and provides the smartest solutions for our customers in e-commerce, fintech, automotive, healthcare, and logistics & supply chains.,We are looking for a,- An integrated suite of tools that provides comprehensive cyber security risk detection and management for enterprise systems.,- Response tool offers a security orchestration, automation, and response (SOAR) solution supporting the prevention, detection, investigation, and response to cyber security attacks. To do so, the tool uses executable playbooks specified according to the OASIS CACAO standard.,- Cyber Range tool offers cyber security training that covers a comprehensive spectrum of known and emerging security and privacy threats and is tailored to the particular security and privacy risks of different organizations.,● Docker;,● Ansible;,● Websockets/SSE;,● RabbitMQ;,● Celery;,● Awareness of cybersecurity issues and solutions.,● BSc in Computer Science, Computer Engineering, or a related technical discipline;,● Good knowledge of Python and related frameworks including Django, Django REST Framework;,● Ability to Python testing with pytest;,● Knowledge of YAML;,● Ability to learn new software and technologies quickly;,● Ability to follow instructions and work well within a team environment;,● Full fluency in English;,● Excellent communication skills;,● Ability to work in an environment with pressing and continuous solutions.,● Write effective, scalable code;,● Develop back-end components to improve responsiveness and overall performance;,● Integrate user-facing elements into applications;,● Test and debug programs;,● Improve functionality of existing systems;,● Assess and prioritize feature requests;,● Coordinate with internal teams to understand user requirements and provide technical solutions.,● Annual paid vacation: 21 working days,● Paid sick leave,● Corporate English courses (after successful completion of the adaptation period),● Compensation for the cost of a subscription to a health/sports center (up to 100 USD / month after successful completion of the adaptation period),● Reimbursement of expenses related to thematic conferences/courses (up to 100% in agreement with the Manager/Supervisor),● Medical insurance (50% after successful completion of the adaptation period ),● Corporate events"
Senior Python developer (Unique Cyber-security project),YozmaTech,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 10 лютого 2023,6 переглядів,2 відгуки","DeviceTotal is an up-and-coming post-seed cybersecurity startup, backed by market-leading investors. Our technology predicts, identifies, and prioritizes vulnerabilities found on IoT devices and provides recommendations for managing and mitigating the threat of connected devices.,We are looking for a Backend Engineer to join our Backend Team.,Responsibilities,🔵 Participate in planning and break down business requirements into an actionable sprint plan.,🔵 Participate in system design and help make architectural and technological choices to support quality, performance, and scale goals.,🔵 Mentor other team members, Peer review pull requests and set quality standards, help the team meet its commitments.,🔵 Code new features and fix existing features for DeviceTotal's product;,🔵 Participate in the entire application lifecycle: from inception to production. Write clear and testable code and meet delivery commitments,🔵 Build complex data pipelines to move and manipulate data from a wide variety of data sources and clouds.,🔵 Learn new technologies and tools Independently and help the team set up and adopt them.,Requirements,🟡 Bachelor's degree in Computer Science,🟡 Excellent programming skills in Python.,🟡 3+ years of experience in programming in a full-time job in the industry.,🟡 2+ Years in guiding and onboarding other engineers,🟡 Experience in Object-Oriented Design and programming concepts.,🟡 Experience with cloud services (advantage: Azure).,🟡 SSH / Bash / Linux / Remote debuggers,🟡 Attention to details and code efficiency.,🟡 Courage to tackle hard problems.,🟡 Professional Working Proficiency of English.,🟡 Ability to quickly learn new technologies and adapt to a fast-paced development environment.,🟡 Team player, fast learner, independent, and committed.,🟡 Analytical capability to learn fast and grasp complicated concepts.,Advantages,🔸 Experience and knowledge with data pipelines (ETL).,🔸 Strong experience with Non-SQL databases.,🔸 Experience with Networking,🔸 Experience with data analysis, data science, or statistics methods using Python.,🔸 Experience with Elasticsearch, Kibana, ArangoDB, Airflow,🔸 Experience in Agile methodologies.,🔸 Interest in data analytics / cyber security."
Python/Django Developer,Develux,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 10 лютого 2023,90 переглядів,7 відгуків","We are Develux, a fast-developing IT company that has operated in the US and European markets since 2014.,We are an IT consulting, outsourcing, and outstaffing company. We also have two services Video editing and SEO.,Develux offers full-cycle custom software development services and provides the smartest solutions for our customers.,Now we are looking for a,for our outstaffing projects.,The project is a B2B e-commerce marketplace with built-in Django. It is an on-demand platform used by large and medium enterprises to automate purchasing processes, optimize spending and boost cashflows.,The company provides spend analytics and spend automation products to leading global enterprises. Their products provide rapid time to value through machine learning and artificial intelligence that accelerate and automate key aspects of the procurement process. Customers save both time and money, as well as identify strategies to reduce risk. A global business with regional headquarters in the USA, Europe, Australia, and the Middle East, the platform works ""in harmony"" with its customers, their business stakeholders, and their vendor communities.,• Be responsible for key back-end components of the platform,• Implement solutions using iterative processes, Agile development methodologies, and test-driven development.,• Design and architect industry-leading SaaS BI solutions, able to operate at a cloud-scale,• Read technical/functional specifications and documentation from various feature teams,• Work with engineers and Product Managers to define SaaS requirements and ensure they are in roadmaps,• Work collaboratively with technical leads and managers with the expectation of driving solutions with them,• Provide documentation, guidance, and support to feature teams and other technical team members on SaaS best practices and target architectures,• You must be a developer with Python and a UI framework experience of 3 – 5 years,• Django,• Experience with Unit testing would be a plus,• Proficient English skills, both oral and written (Upper-intermediate or higher),- Annual paid vacation: 21 working days,- Paid sick leave,- Corporate English courses (after successful completion of the adaptation period),- Compensation for the cost of a subscription to a health/sports center (up to 100 USD / month after successful completion of the adaptation period),- Reimbursement of expenses related to thematic conferences/courses (up to 100% in agreement with the Manager/Supervisor),- Medical insurance (50% after successful completion of the adaptation period ),- Corporate events"
Full stack developer (Python + React),Simplify,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 12 лютого 2023,41 перегляд,0 відгуків","Strong Middle/Senior Full Stack (Python (Django) + React.js) Developer,Деталі:,Вимоги:,- 3+ роки досвіду роботи як Full Stack розробник та 2+ роки досвіду роботи з React.js,- Досвід Python та Django,- Знання JavaScript та CSS,- Здатність працювати самостійно та брати на себе відповідальність за реалізацію функцій.,English - Upper-intermediate,Бажано мати:,- Досвід роботи з хмарними платформами, такими як AWS або GCP,- Досвід проектування та розробки баз даних,- Досвід роботи з TailwindCSS,- Досвід роботи з Redux,- Знання технологій контейнеризації, таких як Docker,Проект: створює платформу, яка використовує штучний інтелект для аналізу волейбольних відео, що дозволяє тренерам і спортсменам легко створювати відеоролики та отримувати доступ до розширеної ігрової аналітики.,Тривалість проекта: 6-8 month,Необхідно приступити asap"
Middle Python Backend Developer,Starnavi,,"Категорія: Python,Англійська: Upper-Intermediate,2 роки досвіду","Вакансія опублікована 13 лютого 2023,255 переглядів,70 відгуків","- 2+ years experience with Python, Django or Flask;,- Knowledge of SQL and NoSQL databases;,- Knowledge of Docker;,- Understanding of the HTTP protocol and RESTful APIs;,- Command of Linux/UNIX environment (shell, scripting, tools);,- Passionate about Testing (Unit and Integration Testing);,- Intermediate Russian or Ukrainian;,- Intermediate+ English.,- Knowledge of one of the modern frameworks such as Angular / ReactJS / Vue;,- Knowledge of Kubernetes.,- Extensive experience and remote work possibilities;,- Hands-on training support and help with creating/updating profile;,- Paid vacation and sick days;,- Insurance compensation;,- Partial compensation of gym membership, English courses, books, materials for developing etc.;,- Unique company that is focused on the solutions development for specific business niches;,- Opportunity to get more experience with events, conferences, seminars, master classes and training at the company’s expense;,- Best management and team support: we are always happy to hear from colleagues about their business & technology ideas;,- Opportunity to implement your ideas on our internal projects;,- Regular salary revision.,- Development of components and applications in Python / Django;,- Maintenance of existing applications;,- Tasks estimation;,- Writing technical documentation and reports."
Python developer (Cybersecurity field),SOFTUM,,"Категорія: Python,Англійська: Upper-Intermediate,2 роки досвіду","Вакансія опублікована 13 лютого 2023,158 переглядів,27 відгуків","A stealth mode startup is looking for a talented developer to join their development team.,Currently size of R&D team : 8 developers.,- Python(without frameworks) - at least 2 years,- AWS (EC2 & S3) - mandatory a working experience.,- Kafka - mandatory a working experience.,- ElasticSearch,- K8S,1. What is your experience with Kafka ? please share examples of integration \ implementation from real project in your resume.,2. What is your experience with AWS, Ec2,S3? please share examples of integration \ implementation from real project in your resume.,3. Have you ever done software architecture ? please share example.,4. What is your favorite design pattern ? why?,5. Have you ever used design pattern in your code? please describe.,Position Seniority:,- Flexible working format,- A competitive salary and good compensation package,- 20 business days of payable annual free-time,- 10 days of paid sick leave,- Medical insurance,- Technical courses / Education reimbursement,- Comfortable office space or help with remote working place setup,- Needed software licenses reimbursement,- Friendly team,- Professional grow and salary review every 8-10 months"
Full-Stack Python/Django developer,Initech,,"Категорія: Python,3 роки досвіду","Вакансія опублікована 12 лютого 2023,105 переглядів,26 відгуків","TimelinesAI - это решение для автоматизации Whatsapp с крутым функционалом для командной работы. Мы - растущий израильский стартап с глобальной распределенной командой.,Мы ищем full-stack разработчика (со склонностью к front-end) присоединиться к нам в работе над продуктом в удаленном режиме, на полную ставку. Это предложение предназначено только для индивидуальных лиц, просим агентства не обращаться.,Работать с нами приятно и полезно для Вашего профессионального роста:,+ у Вас будет возможность серьезно прокачать свой backend,+ у Вас будет возможность получить под свое крыло молодых разработчиков / стажеров и попрактиковаться в управлении,+ мы относимся к нашей команде с уважением и гибкостью,+ мы ценим Ваше мнение и всегда открыты для предложений и критики,+ мы любим и ценим хороший код и освоение новых технологий, но мы умеем оставаться прагматичными и сфокусированными на целях продукта (этому стоит поучиться!),Подавайте Вашу заявку, если:,+ Вам комфортно получать задачи напрямую от продуктовой команды и принимать сложные решения по функционалу и дизайну системы,+ у Вас есть опыт решения проблем и сопровождения производственной среды SaaS продукта,+ Вы самоорганизованы и Вам конфортно работать над индивидуальными задачами с минимальным контролем,+ у Вас есть как минимум 3 года опыта разработки Python / Django и Front-end на одной из современных технологий: React, Vue, Angular,+ у Вас есть опыт работы с Django ORM / Django REST,+ у Вас нет аллергии на HTML / CSS и vanilla JavaScript,+ у Вас есть опыт работы в удаленных распределенных командах, а главное - это предпочтительный формат работы для Вас!"
Python Developer,Netframe,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 13 лютого 2023,69 переглядів,5 відгуків","We are looking for a highly motivated PYTHON DEVELOPER to join our engineering team who has a mandatory skill and desire to MENTOR! We believe there is a candidate who is able to fulfill current tasks, share experience and combine mentoring!,🔵🟡We are looking for a highly motivated,to join our engineering team who has a mandatory skill and desire to,! 🔵🟡,🔵🟡,🔵🟡,Python Developer responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, you should have experience using server-side logic and work well in a team. Ultimately, you’ll build highly responsive web applications that align with our company needs.,🔵🟡,🔵🟡,👉Mentor colleagues and share experience,👉Write effective, scalable code,👉Develop back-end components to improve responsiveness and overall performance,👉Integrate user-facing elements into applications,👉Test and debug programs,👉Improve functionality of existing systems,👉Implement security and data protection solutions,👉Assess and prioritize feature requests,👉Coordinate with internal teams to understand user requirements and provide technical solutions,🔵🟡,🔵🟡,🎄Knowledge of,and programming concepts,🎄Experience:,,knowledge,🎄Work with,🎄Knowledge how,works,🎄Knowledge how to design the,and create the app architecture,🎄Networking and Multiprocessing experience,🎄Work with,🎄Work with,🎄Experienced,user,🎄Knowledge of,specifics,🎄Work with,— google APIs, Stripe, etc.,🎄Strong technical abilities, problem solving, design, coding and debugging skills,,(oral and written),🔵🟡,🔵🟡,💥Highly motivated and independent,💥Strong problem solver and out-of-the-box thinker,💥Ability to lead feature development, take full ownership of tasks from A-Z and deliver independently with minimum supervision,💥Strong communication abilities,💥Strong multi-tasking abilities,💥Great teammate with multi-tasking ability and good interpersonal skills,➕Full time,,(if there is no stable Internet and electricity, then an office is required) or,➕Continuous English practice with the team,➕Opportunity for rapid growth in the company,➕Professional,and development,➕Regular,based on work performance,,➕Time and materials salary based"
Senior Python Engineer,Surprise,,"Категорія: Python,Англійська: Intermediate,5 років досвіду","Вакансія опублікована 8 лютого 2023,47 переглядів,2 відгуки","We’re looking for a Senior Python Engineer - the 4th member of our high-performance Python team whose role is to be a bridge between Data Science and Java teams. You will be involved in implementing microservices for the parts of the system where DS/ML logic would be injected; integrating DS/ML components into our microservices and optimizing the performance of endpoints.,- Making our product better, stronger, and faster;,- Implementing and optimizing BE endpoints;,- Communication and coordination of work with other teams (Java, DS);,- Investigating issues;,- Integrating DS components into our services.,- BS or higher in computer science or a related field;,- Upper-Intermediate English or higher (B2+);,- 5+ years of experience in software development;,- 4+ years of experience with Python;,- Ability to deliver decent quality results within strict deadlines when required (can describe similar experiences in the past);,- Experience in leading the development of a large feature or creating architecture of a large feature or a project (can provide examples);,- Experience with AWS (preferable) or other major cloud services provider (GCP, Azure);,- Experience in directly working with relational databases, not just through ORM;,- Experience with async Python.,- Experience with DS tools (Pandas, Matplotlib);,- Experience with big data frameworks (Spark, Hadoop);,- Understanding of basic Machine Learning techniques;,- Knowledge of Linear Algebra, Probability and Statistics, and Numerical methods.,- Ultramodern office in the heart of Lviv (Magnus);,- Lunches, snacks, coffee and tea;,- 20 working days of paid vacation and Public Holidays of Ukraine;,- 15 days of paid sick leave;,- Medical Insurance;,- Corporate Taxi (from/to office; up to amount);,- Parking option;,- Hybrid working model (3 days from the office and 2 days from home)."
Python Developer,FoxmindEd,,"Категорія: Python,3 роки досвіду","Вакансія опублікована 9 лютого 2023,96 переглядів,3 відгуки","Пам’ятаєш себе на старті кар’єри? Багатьом із нас не вистачало сильного ментора, який підкаже, спрямує, обговорить з тобою різні підходи, рішення, тренди.,Менторство — чудовий шанс здобути нові навички, поглянути на старі задачі з іншої точки зору, структурувати базові знання і, звісно, допомогти студентам.,— Комерційний досвід у програмуванні від 3-х років,— Впевнені знання Python 3, Django, Django Rest Framework, Flask, SQLalchemy,— Гарні знання та розуміння принципів веб-безпеки,— Впевнені знання БД (PostgreSQL, MySQL, SQLite),— Розуміння OOP, шаблонів проектування, алгоритмів та структури даних,— Git, Linux, Docker,— AWS (буде плюсом),— Базові знання HTML, CSS, Javascript,— Бажання навчати і допомогати початківцям,— Гарні комунікативні навички (вміння пояснювати, знаходити підхід до різних людей),— перевірка завдань (код-рев'ю),— відповіді на питання студентів,— надання рекомендацій,— Спробуєш себе в якості ментора, а mentorship навички важливі для ролі Lead’а: +1 до твого резюме і особистого бренду,— Покращиш свої навички комунікації,— Розшириш коло своїх знайомств,— Сам краще розберешся у нюансах програмування у процесі навчання інших,— Допоможеш студентам розпочати омріяну кар'єру,— Додатковий дохід за приємну справу,— Можливо, зустрінеш ідеального колегу в свою команду,— Віддалену роботу без відриву від основної, при якій ти зможеш самостійно розподіляти своє навантаження і менторити стільки студентів, скільки забажаєш,— Оплату, яка залежить від кількості студентів: 40% від вартості навчання за кожного студента"
Senior Python Developer,Sunvery,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 9 лютого 2023,39 переглядів,5 відгуків","Scalr is a SaaS product company that builds the next generation of Cloud Management Platform for enterprises: highly focused on Terraform, DevOps, GitOps, everything as code, consistency, and simplicity.,We are looking for a Senior Python developer and creative thinker who love to be on the cutting edge and to solve problems through technology.,By joining our team, you’ll face the challenges and tradeoffs of building a highly reliable production system composed of modern microservices and the previous monolithic approach. The principal stack is Python, MySQL, RabbitMQ, Docker, and many python libraries for different problem domains: cloud, networking, data, concurrency, parsers, etc. Terraform provisions and manages the lifecycle of infrastructure. Scalr builds a management layer on top of Terraform, which helps DevOps scale to their entire organization. As an engineering organization, we follow a DevOps approach as well, researching cloud services, adopting best practices, and using Terraform throughout, which helps us better understand problems and use cases.At Scalr, we believe that the best software is produced when engineers take pride and ownership of the code they write, which is why engineering is expected to provide customer support. We value troubleshooting skills and customer empathy because at the end of the day, writing good code and helping customers be successful is what lays the foundation of building great companies.,Must have:,• 4+ years of Python programming,• backend web development experience,• concurrency and parallelism (threading, multiprocessing, gevent, asyncio, etc.),• OOP and Design patterns,• relational database design and query optimization,Would be a plus:,• BA/BS in Computer Science or a related technical field,• DevOps experience (one from Terraform, Chef, Ansible, SaltStack, etc.),• knowledge of Linux systems,• knowledge of network protocols (TCP/IP stack, sockets, HTTP/HTTPS, etc.),• having experience in full-stack web development (ReactJS)As part of our team, you will work on:,development of remote state & operations backend for Terraform,API development for Infrastructure as code platform – configuration and management of the user environment using UI/API,integration with third-party services – VCS, online payments, cloud computing, etc.Challenges you’ll need to meet:,each task is unique and will require immersion in the subject,study of third-party services API, study of Terraform behavior, design of internal services,What does Scalr offer?,• Work with interesting product in an enjoyable environment,• The opportunity to see how your ideas and visions are realized,• Attractive compensation and benefits package,• Long-term contract and tax compensations,• Flexible schedule and possibility to work entirely remotely,• Medical insurance,• 20 working days of paid vacation and unlimited paid sick leaves,About Scalr:,We are building the next generation of Cloud Management Platform for enterprises: highly focused on Terraform, DevOps, GitOps, everything as code, consistency, and simplicity.,By joining our team, you’ll face the challenges and tradeoffs of building a highly reliable production system composed of modern microservices and the previous monolithic approach. The principal stack is JS, Python, MySQL, RabbitMQ, I Docker and many libraries for different problem domains: cloud, networking, data, concurrency, parsers, etc."
Strong Middle Software Python Engineer,BCD Travel,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 8 лютого 2023,51 перегляд,8 відгуків","What you will be doing:,Crafting an elegant, resilient, and useful distributed system for booking business travels.,You certainly:,Have 4+ years of experience with Python and Django,Have experience with asynchronous programming (asyncio, aiohttp),Are familiar with at least one RDBMS (Postgress),Are familiar with NoSQL solutions (MongoDB),It will be a big plus - сan write autotests,Have a high level of responsibility and independence,English Upper-Intermediate,Have experience with Docker,Have experience with elastic search,Have engaged in entrepreneurial activity in Ukraine. You can locate it either in Ukraine or Europe.,You probably:,Have contributed to an open-source project,Who we are:,We are a tech team of adventurous travellers, who was once a part of YCombinator alumni — GetGoing Inc, founded in 2012 by Harvard, Stanford, and Berkeley graduates. We also raised ~$10M in venture capital from Silicon Valley.,In 2016 we joined BCD Travel (www.bcdtravel.com), a global corporate travel management company with annual sales of $25 billion, to bring our unique technology of hotel booking to BCD Travel’s products.,What we do:,The product we develop is a B2B booking platform for business trips, which helps users to book hotels, flights, and cars. It provides both business travelers and their travel agents with detailed itineraries and the best booking options. Every day thousands of business travelers across the world use our software built on modern technology.,We use:,On FE: ES6 and React/Redux.,On BE: Python 3 and Clojure, as well as: Django, DRF, Celery, Gevent, aiohttp, Airflow, Postgresql, Redis, Memcache, RabbitMQ, ElasticSearch, Terraform, Ansible, Stackstorm, Splunk, Docker. Everything is running on AWS.,What we offer:,Results-oriented startup mindset with a stable business model backed by a billion-dollar global travel company.,Money, of course. Medical insurance. English courses. Cookies,Conferences, workshops, certifications refund.,A friendly, professional, and high-skilled team working with the newest technologies.,A great office location in the very centre of Kyiv near metro stations Zoloti Vorota/ Teatralna/ Khreschatyk (we have an extra “coffee” kitchen for coffee geeks, a game zone with a kicker and a bomb shelter in the building),Flexible working hours and the ability to choose between office, remote or a mix of both.,24 working days of vacation + 6 covered sick days.,A chance to help craft our tools, processes, and culture.,A lab day once a month to dedicate to a project of your own or a study project.,Opportunities for career growth.,Про компанію BCD Travel,We are a tech team of adventurous travelers, who was once a part of YCombinator alumni — GetGoing Inc, founded in 2012 by Harvard, Stanford, and Berkeley graduates. We also raised ~$10M in venture capital from Silicon Valley.,In 2016 we joined BCD Travel (www.bcdtravel.com), a global corporate travel management company with annual sales of $25 billion, to bring our unique technology of hotel booking to BCD Travel’s products.,The product we develop is a B2B booking platform for business trips, which helps users to book hotels, flights, and cars. It provides both business travelers and their travel agents with detailed itineraries and the best booking options. Every day thousands of business travelers across the world use our software built on modern technology.,Speaking of technology, we use:,On FE: ES6 and React/Redux.,On BE: Python 3 and Clojure, as well as: Django, DRF, Celery, Gevent, aiohttp, Airflow, Postgresql, Redis, Memcache, RabbitMQ, ElasticSearch, Terraform, Ansible, Stackstorm, Splunk.,QA automation: Python + Selenium Webdriver + Pytest.,We have the stability and vast clientele of the global corporation, and the pace and environment of a start-up. Our office is in Kyiv, but we also have fully remote employees throughout Ukraine.,As a team, we believe in freedom and responsibility and hire only mature people, able to find a balance between the two. However, it doesn’t mean that we don’t have fun, because we do! We play kicker daily and often gather together for all-nighter board game championships.,We are currently expanding our team and are eager to get to know you!"
Python Developer (Data-driven),TechbrainJobs,$6000-8000,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 9 лютого 2023,7 переглядів,2 відгуки","The project is an independent data company that provides the largest data set available in the digital advertising ecosystem. Every day, the industry's leading brands, agencies, and publishers trust our company's AI-powered semantic analysis engine to provide a holistic understanding of page content,We believe that it's as much about the digital environment as it is about the physical environment. Only then can you deliver the right ad to the right user in the right context.,Requirements:,Must have,At least 3 years experience in Python development under Linux O/S,A data-driven individual with strong knowledge of SQL,Deep understanding of Python libraries, parallel processing, crawlers,Understanding of software design and REST API design principles,Ability to understand overall system functionality,Experience with Unit Tests, Integration Tests, and End-to-End Tests,Experience with Agile methodology and CI/CD,B.Sc. in Computer Science OR military technological unit graduate,Nice to have,Experience with a microservice approach,Experience in AWS cloud computing infrastructure (EC2, AWS Services, etc.),Experience with K8s and Docker"
Senior Backend Engineer (Python/Typescript),SvitSoftware,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 10 лютого 2023,50 переглядів,8 відгуків","specialized in outsourced software development and staff augmentation. We believe in technology and provide businesses with the most relevant optimization models for growth. We use advanced solutions to help companies solve problems, increase business processes' efficiency, and scale up fast.,In SvitSoftware we focus not only on working aspects. Our main mission is to create a good atmosphere for our employees and improve their work-life balance.,We are looking for a Senior Backend Engineer (Python/Typescript) to join the team on a full-time basis (remote).,Our customer is an industry-leading Proptech founded in Germany.,Using a combination of real estate and technology expertise they are disrupting this industry by developing modern SaaS products to replace the outdated and cumbersome solutions on the market.,The Ai driven SaaS platform and services allow the leading commercial real estate businesses to streamline and digitize their data and document management processes. The customer's core business consists of secure, intelligent data rooms and AI-driven document management solutions.,Right now our tech stack is based around these technologies:,TypeScript/Node.js, Python, Golang, Docker, Kubernetes, MongoDB, PostgreSQL, RabbitMQ & Azure.,However, your experience with our stack is not the most important thing, if you have the right approach to engineering and a good background in Computer Science in general - let's talk!,- Design, implement and deploy backend applications from end to end,Work closely with our AI experts on introducing and integrating our AI models.,- Exploring new ways of using the Azure cloud service in our product,- Work on improving the design and stability of our systems,- Working within, and doing your bit to maintain a productive, agile methodology,- Work with different databases, message-based service choreography, APIs, and monitoring,- Be part of knowledge sharing sessions and mentoring junior engineers,- Employ your developer spirit at all times to maintain a culture of continuous learning and constantly push the borders of possibility"
Software Engineer,incoalliance,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 9 лютого 2023,54 перегляди,1 відгук","Requirements:,At least 3 years of hands-on development experience.,Experience developing data-oriented products preferably using Python or Java.,Experience in Distributed Databases (Such as Elasticsearch, Mongo, Redis),Experience with developing microservices based architecture.,Experience working in container-based environments using tools such as: K8s, helm.,Experience working as a software developer in Agile environment.,Nice to have:,Experience in machine learning FWs such as: SKLearn, Tensorflow,Experience in data processing FW such as Spark, Pandas, Hadoop, Airflow,Experience with RedHat OpenShift,Dev Environment knowledge: GIT, Jenkins, Docker,Responsibility:,Investigate new technological areas and understand them in depth through rapid self-learning.,Demonstrates strong analytical problem-solving skills to support scalable and sustainable design solutions.,Ability to take ownership of product development including all life cycle stages:translating product requirements into actionable designs and tasks, development, UT, and production troubleshooting.,We offer:,Сompetitive compensation based on your skills and experience.,24 days of annual paid vacation and 5 sick leaves.,Accounting as a service.,Long-term employment.,Recruitment process:,A screening call with with HR (20mins).,Technical interview+ online test task (120 mins).,A interview with VP of R&D (30 mins).,Final feedback received within a week after the interview."
Junior Python Developer,Spintech Software,$800-1500,"Категорія: Python,Англійська: Intermediate,1 рік досвіду","Вакансія опублікована 9 лютого 2023,765 переглядів,164 відгуки","We are job agency, we are offering job for specialists (production, logistics, electricists, etc.) to work in Poland and abroad.,We are always looking for new, modern solutions. Most of our insides proceses are automatic, our CRM, Apps etc.,Voicebot would be an automatic preselection of candidates, first call contact when they apply for job offer to ask few questions. We are looking for somebody who is willing to relocate, we will provide free of charge room for first 3 months if necessary and help with legalisation work.,Our HR department will help with documents to stay and work in Poland and we will provide room in one of our real estates in the city for 3 months free of charge. Later we can help him to find new place or he could stay at the same place and will be paying for rent.,■ At least,commercial experience;,■ Experience with Django framework;,■ Basic SQL, REST API;,■ Docker;,■ Knowlege of Git and Jira;,■ Basic JS + HTML;,■ Intermediate English level,■ Knowledge React.js + Typescript + Redux, but it is not a must have."
Senior Python Developer,Corva.AI,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 9 лютого 2023,8 переглядів,2 відгуки","The fast-growing product company is looking for an experienced Python Developer. You will work on an innovative product for collecting, visualizing, analyzing and making sense of data from drilling rigs to help oilfield companies optimize their operations and ensure safety.,Technology Stack,Python 3, Python API, Bash, Docker, MongoDB, AWS,Corva is one of the emerging leaders in real time data and analytics for the oil & gas industry. The world’s biggest companies rely on our platform every minute of the day to support their critical operations. Our team is actively shaping the future and we are looking for dynamic, creative, and thoughtful individuals to contribute to our success.,Do you have a passion for building new technology? Are you quick on your feet and a great teammate? Are you looking for the freedom to define an amazing career, at a fun, fast-paced start-up?,The candidate is responsible for building the next generation of Corva. They must be able to fearlessly jump into new product development and enjoy it. We expect our developers to consistently exhibit great software development practices, review pull-requests, and write solid documentation.,You have a passion for your job. You have a passion for learning and having your voice heard, but also know how to leave your ego at the door. You are relentless in navigating data from all angles. You work hard and you aren’t afraid to get your hands dirty. You can easily navigate a fast paced team environment with tight deadlines and multiple priorities.,● Architect and write efficient, well documented and highly readable code,● Research and learn new product disciplines,● Define development plan based on the request and maintain on-time delivery,● Maintain stability of your project and overall system health post-release,● Organize code reviews with peer and develop best coding practices,● Work with different teams across different time zones,● Minimum of 4 years of full-time experience with Python on large-scale projects,● Experience with NoSQL databases,● Ability to present effectively to internal groups,● Experience with IoT projects will be a plus,● Working on a great tech stack (app platform) with truly big data (processing 13TB every day),● Product company with a long-term vision,● High talented team,● Project exposure and ownership that impacts our users, product, and business,● Sport compensation,● 24 days PTO, paid sick leaves"
